x,y
839,1921
838,1921
838,1919
837,1919
837,1918
836,1918
836,1916
835,1916
835,1915
834,1915
834,1913
833,1913
833,1910
832,1910
832,1901
831,1901
831,1898
830,1898
830,1892
832,1892
832,1891
833,1891
833,1890
835,1890
835,1889
836,1889
836,1888
837,1888
837,1887
838,1887
838,1886
839,1886
839,1885
840,1885
840,1884
841,1884
841,1882
842,1882
842,1880
843,1880
843,1878
844,1878
844,1877
845,1877
845,1875
846,1875
846,1873
847,1873
847,1872
848,1872
848,1871
850,1871
850,1870
851,1870
851,1869
852,1869
852,1868
853,1868
853,1867
854,1867
854,1866
855,1866
855,1865
856,1865
856,1863
857,1863
857,1861
858,1861
858,1859
859,1859
859,1857
860,1857
860,1854
861,1854
861,1851
862,1851
862,1847
863,1847
863,1831
862,1831
862,1827
861,1827
861,1824
860,1824
860,1821
859,1821
859,1814
860,1814
860,1809
861,1809
861,1803
862,1803
862,1792
863,1792
863,1781
862,1781
862,1776
861,1776
861,1773
860,1773
860,1770
859,1770
859,1767
858,1767
858,1763
863,1763
863,1764
865,1764
865,1765
870,1765
870,1766
875,1766
875,1765
879,1765
879,1764
881,1764
881,1763
883,1763
883,1762
885,1762
885,1761
886,1761
886,1760
887,1760
887,1759
888,1759
888,1758
889,1758
889,1756
890,1756
890,1754
891,1754
891,1752
892,1752
892,1748
893,1748
893,1743
892,1743
892,1738
891,1738
891,1736
890,1736
890,1734
889,1734
889,1733
888,1733
888,1731
887,1731
887,1730
885,1730
885,1729
884,1729
884,1728
882,1728
882,1727
880,1727
880,1726
878,1726
878,1725
867,1725
867,1726
864,1726
864,1727
862,1727
862,1728
861,1728
861,1729
859,1729
859,1730
858,1730
858,1731
857,1731
857,1732
856,1732
856,1734
855,1734
855,1735
854,1735
854,1737
853,1737
853,1740
852,1740
852,1743
851,1743
851,1742
850,1742
850,1741
849,1741
849,1736
850,1736
850,1735
851,1735
851,1733
852,1733
852,1731
853,1731
853,1729
854,1729
854,1726
855,1726
855,1722
856,1722
856,1708
855,1708
855,1704
854,1704
854,1701
853,1701
853,1698
852,1698
852,1696
851,1696
851,1694
850,1694
850,1693
849,1693
849,1691
848,1691
848,1690
847,1690
847,1689
846,1689
846,1688
845,1688
845,1687
844,1687
844,1686
843,1686
843,1684
842,1684
842,1679
843,1679
843,1676
844,1676
844,1662
843,1662
843,1658
842,1658
842,1656
841,1656
841,1653
840,1653
840,1651
839,1651
839,1648
838,1648
838,1646
837,1646
837,1644
836,1644
836,1642
835,1642
835,1640
834,1640
834,1638
833,1638
833,1637
832,1637
832,1635
831,1635
831,1633
830,1633
830,1629
829,1629
829,1624
828,1624
828,1620
827,1620
827,1618
826,1618
826,1616
825,1616
825,1615
824,1615
824,1614
823,1614
823,1613
822,1613
822,1612
820,1612
820,1611
818,1611
818,1610
816,1610
816,1609
814,1609
814,1608
810,1608
810,1607
808,1607
808,1608
803,1608
803,1609
800,1609
800,1610
798,1610
798,1611
797,1611
797,1612
795,1612
795,1613
794,1613
794,1614
792,1614
792,1615
791,1615
791,1614
790,1614
790,1612
789,1612
789,1610
788,1610
788,1609
787,1609
787,1608
786,1608
786,1607
784,1607
784,1606
783,1606
783,1605
781,1605
781,1604
778,1604
778,1603
771,1603
771,1602
769,1602
769,1603
764,1603
764,1604
761,1604
761,1605
759,1605
759,1606
757,1606
757,1607
756,1607
756,1608
755,1608
755,1609
754,1609
754,1610
753,1610
753,1611
752,1611
752,1612
751,1612
751,1614
750,1614
750,1615
749,1615
749,1617
748,1617
748,1618
745,1618
745,1619
741,1619
